,grenoble_m3-2,grenoble_m3-11,grenoble_m3-13,grenoble_m3-14,grenoble_m3-15,grenoble_m3-16,grenoble_m3-18,grenoble_m3-20,grenoble_m3-21,grenoble_m3-22,grenoble_m3-24,grenoble_m3-25,grenoble_m3-26,grenoble_m3-27,grenoble_m3-28,grenoble_m3-30,grenoble_m3-31,grenoble_m3-32,grenoble_m3-177,grenoble_m3-178,grenoble_m3-179,grenoble_m3-181,grenoble_m3-182,grenoble_m3-183,grenoble_m3-184,grenoble_m3-185,grenoble_m3-188,grenoble_m3-189,grenoble_m3-191,grenoble_m3-192,grenoble_m3-193,grenoble_m3-195,grenoble_m3-196,grenoble_m3-197,grenoble_m3-198,grenoble_m3-199,grenoble_m3-200,grenoble_m3-201,grenoble_m3-202,grenoble_m3-203,grenoble_m3-204,grenoble_m3-205,grenoble_m3-207,grenoble_m3-208,grenoble_m3-209,grenoble_m3-210,grenoble_m3-211,grenoble_m3-212,grenoble_m3-214,grenoble_m3-215,grenoble_m3-216,grenoble_m3-218,grenoble_m3-219,grenoble_m3-220,grenoble_m3-221,grenoble_m3-222,grenoble_m3-223,grenoble_m3-224,grenoble_m3-225,grenoble_m3-226,grenoble_m3-227,grenoble_m3-228,grenoble_m3-229,grenoble_m3-230,grenoble_m3-231,grenoble_m3-232,grenoble_m3-233,grenoble_m3-234,grenoble_m3-235,grenoble_m3-236,grenoble_m3-237,grenoble_m3-238,grenoble_m3-239,grenoble_m3-240,grenoble_m3-241,grenoble_m3-244,grenoble_m3-245,grenoble_m3-246,grenoble_m3-247,grenoble_m3-248,grenoble_m3-249,grenoble_m3-250,grenoble_m3-252,grenoble_m3-254,grenoble_m3-255,grenoble_m3-256,grenoble_m3-257,grenoble_m3-259,grenoble_m3-260,grenoble_m3-261,grenoble_m3-264,grenoble_m3-265,grenoble_m3-267,grenoble_m3-269,grenoble_m3-270,grenoble_m3-271,grenoble_m3-272,grenoble_m3-273,grenoble_m3-274,grenoble_m3-275,grenoble_m3-276,grenoble_m3-277,grenoble_m3-278,grenoble_m3-279,grenoble_m3-280,grenoble_m3-282,grenoble_m3-283,grenoble_m3-284,grenoble_m3-285,grenoble_m3-286,grenoble_m3-288,grenoble_m3-289,grenoble_m3-290,grenoble_m3-293,grenoble_m3-297,grenoble_m3-298,grenoble_m3-299,grenoble_m3-303,grenoble_m3-307,grenoble_m3-309,grenoble_m3-310,grenoble_m3-311,grenoble_m3-312,grenoble_m3-313,grenoble_m3-314,grenoble_m3-317,grenoble_m3-318,grenoble_m3-321,grenoble_m3-322,grenoble_m3-324,grenoble_m3-325
grenoble_m3-270,53.921,31.53,33.33,26.36,26.78,29.68,28.12,28.8,29.39,42.2,27.61,27.020000000000003,31.28,28.33,27.89,26.770000000000003,26.47,26.33,29.12,26.39,47.900000000000006,28.200000000000003,26.3,27.380000000000003,56.5,33.34,29.46,53.5,42.7,39.0,52.900000000000006,25.790000000000003,46.5,27.21,35.900000000000006,30.36,45.400000000000006,26.15,34.7,26.97,35.7,29.24,36.5,31.76,33.28,26.89,41.0,20.869,46.2,40.1,33.54,26.700000000000003,25.81,27.64,34.8,31.68,37.1,26.15,40.0,28.46,35.1,18.702,33.54,25.880000000000003,40.8,9.52,37.1,28.340000000000003,30.66,9.519,40.7,17.747,38.3,26.67,34.7,9.209,12.262,9.2,28.520000000000003,6.647,7.92,7.606,7.606,6.645,7.279,25.601,9.2,7.28,9.84,6.96,8.245,8.56,8.241,9.2,0.0,10.16,6.967,6.976,7.6,20.334,8.246,8.239,7.287,9.52,7.922,9.653,27.504,8.88,13.949,9.521,8.879,27.9,150.6,24.079,24.008000000000003,24.065,24.167,24.051,24.052000000000003,24.12,24.045,24.110000000000003,24.015,24.147,24.191000000000003,24.119,24.058,24.063,24.127,24.127,24.041
grenoble_m3-271,8.567,11.47,13.27,6.3,6.720000000000001,9.62,8.059999999999999,8.74,9.33,22.14,7.55,6.96,11.22,8.27,7.83,6.71,6.41,6.27,9.06,6.33,27.84,8.14,6.24,7.32,36.44,13.28,9.4,33.44,22.64,18.94,32.84,5.73,26.44,7.15,15.84,10.3,25.34,6.09,14.64,6.91,15.64,9.18,16.44,11.7,13.22,6.83,20.94,28.34,26.14,20.04,13.48,6.640000000000001,5.75,7.58,14.739999999999998,11.62,17.04,6.09,19.94,8.4,15.04,6.1899999999999995,13.48,5.82,20.74,19.405,17.04,8.280000000000001,10.6,5.67,20.64,9.22,18.24,6.609999999999999,14.64,6.959,7.03,10.95,8.46,19.94,11.920000000000002,8.969999999999999,53.68,17.24,42.74,6.64,9.091,8.24,40.262,7.606,8.56,8.88,34.329,9.84,10.16,0.0,6.64,7.28,6.013,9.84,8.246,20.706,8.24,7.92,6.64,25.713,7.281,7.925,9.201,8.879,7.28,21.215,130.54,4.019,3.948,4.005,4.107,3.991,3.992,4.0600000000000005,3.985,4.05,3.955,4.087,4.131,4.059,3.998,4.003,4.067,4.067,3.981
grenoble_m3-272,7.281,9.018,13.06,6.09,6.51,9.41,7.85,8.530000000000001,9.12,21.93,7.34,6.75,11.01,8.06,7.62,6.5,6.2,6.0600000000000005,8.85,6.12,27.630000000000003,7.93,6.03,7.109999999999999,36.23,13.07,9.19,33.23,22.43,18.73,32.63,5.52,26.229999999999997,6.9399999999999995,15.63,10.09,25.130000000000003,5.88,14.43,6.7,15.43,8.969999999999999,16.23,11.49,13.01,6.62,20.729999999999997,28.130000000000003,25.93,19.83,13.27,6.43,5.54,7.37,14.53,11.41,16.83,5.88,19.729999999999997,8.190000000000001,14.83,5.98,13.27,5.609999999999999,20.53,6.326,16.83,6.647,10.39,7.287,20.43,9.01,18.03,20.435,14.43,15.13,6.82,10.74,8.25,8.56,11.71,8.76,48.793,6.326,42.53,6.326,30.835,20.399,7.4,6.646,37.245,18.734,21.305,7.285,6.967,6.64,0.0,9.529,7.921,8.241,8.255,6.967,8.242,7.921,7.601,8.561,8.881,7.287,7.921,9.841,21.946,8.807,130.33,3.809,3.738,3.795,3.897,3.781,3.782,3.85,3.775,3.84,3.745,3.877,3.921,3.849,3.788,3.793,3.857,3.857,3.771
grenoble_m3-273,10.168,11.47,13.27,6.3,6.720000000000001,9.62,8.059999999999999,8.74,9.33,22.14,7.55,6.96,11.22,8.27,7.83,6.71,6.41,6.27,9.06,6.33,27.84,8.14,6.24,7.32,36.44,13.28,9.4,33.44,22.64,18.94,32.84,5.73,26.44,7.15,15.84,10.3,25.34,6.09,14.64,6.91,15.64,9.18,16.44,11.7,13.22,6.83,20.94,28.34,26.14,20.04,13.48,6.640000000000001,5.75,7.58,14.739999999999998,11.62,17.04,6.09,19.94,8.4,15.04,6.1899999999999995,13.48,5.82,20.74,6.82,17.04,8.280000000000001,10.6,5.67,20.64,9.22,18.24,6.609999999999999,14.64,15.34,7.03,10.95,8.46,19.94,11.920000000000002,8.969999999999999,6.87,8.245,42.74,8.24,31.94,10.63,8.245,18.554,8.88,10.347,9.199,7.92,6.976,7.28,9.529,0.0,8.56,7.921,8.561,6.646,8.56,7.281,7.606,8.248,9.387,8.247,231.54,7.606,8.882,7.84,130.54,4.019,3.948,4.005,4.107,3.991,3.992,4.0600000000000005,3.985,4.05,3.955,4.087,4.131,4.059,3.998,4.003,4.067,4.067,3.981
grenoble_m3-274,9.199,11.36,13.16,6.1899999999999995,6.61,9.51,7.949999999999999,8.63,9.22,22.03,7.44,6.85,11.11,8.16,7.720000000000001,6.6,6.300000000000001,6.16,8.95,6.220000000000001,27.73,8.03,6.130000000000001,7.21,36.33,13.17,9.29,33.33,22.53,18.83,32.730000000000004,5.62,26.33,7.04,15.73,10.19,25.23,5.98,14.53,6.800000000000001,15.53,9.07,16.330000000000002,11.59,13.11,6.720000000000001,20.83,28.23,26.03,19.93,13.37,6.53,5.640000000000001,7.470000000000001,14.63,11.51,16.93,5.98,19.83,8.290000000000001,14.93,6.08,13.37,5.71,20.63,6.71,16.93,8.17,10.49,7.615,20.53,9.11,18.13,15.321,14.53,24.256,6.92,6.646,8.35,19.83,11.81,10.987,20.43,17.114,42.63,8.88,9.839,6.96,8.56,7.28,8.879,12.853,7.279,7.927,7.6,6.013,7.921,8.56,0.0,7.608,8.881,8.247,7.601,9.207,7.921,6.013,7.92,6.641,8.881,6.96,8.246,8.56,130.43,3.909,3.838,3.895,3.997,3.881,3.882,3.95,3.875,3.94,3.845,3.977,4.021,3.949,3.888,3.893,3.957,3.957,3.871
grenoble_m3-275,8.241,14.1,15.9,8.93,9.35,12.25,10.69,11.37,11.96,24.770000000000003,10.18,9.59,13.85,10.9,10.46,9.34,9.04,8.9,11.69,8.96,30.47,10.77,8.870000000000001,9.95,39.07,15.91,12.03,36.07,25.270000000000003,21.57,35.47,8.36,29.07,9.78,18.47,12.93,27.97,8.719999999999999,17.27,9.54,18.27,11.81,19.07,14.33,15.85,9.46,23.57,30.97,28.770000000000003,22.67,16.11,9.27,8.379999999999999,10.21,17.369999999999997,14.25,19.67,8.719999999999999,22.57,11.03,17.67,8.82,16.11,8.45,23.369999999999997,9.45,19.67,10.91,13.23,8.3,23.270000000000003,11.85,20.869999999999997,9.24,17.27,17.97,9.66,13.58,11.09,22.57,14.55,25.881,12.237,19.869999999999997,45.370000000000005,9.84,34.57,13.26,17.102,20.809,10.16,10.159,8.24,6.96,20.334,9.84,8.241,7.921,7.608,0.0,9.84,7.92,8.881,9.52,7.601,7.921,7.927,8.562,31.401,8.881,7.927,8.247,133.17,6.649,6.578,6.635,6.737,6.621,6.622,6.6899999999999995,6.615,6.68,6.585,6.717,6.761,6.689,6.628,6.633,6.697,6.697,6.611
grenoble_m3-276,7.286,6.021,13.44,6.47,6.890000000000001,9.79,8.23,8.91,9.5,22.31,7.72,7.13,11.39,8.440000000000001,8.0,6.88,6.58,6.4399999999999995,9.23,6.5,28.01,8.309999999999999,6.41,7.49,36.61,13.45,9.57,33.61,22.81,19.11,33.01,5.9,26.61,7.32,16.01,10.47,25.51,6.26,14.81,7.08,15.81,9.35,16.61,11.87,13.39,7.0,21.11,28.51,26.31,20.21,13.65,6.8100000000000005,5.92,7.75,14.91,11.79,17.21,6.26,20.11,8.57,15.21,6.359999999999999,13.65,5.99,20.91,6.99,17.21,8.45,10.77,7.285,20.81,9.39,18.41,6.779999999999999,14.81,18.239,7.2,60.441,8.629999999999999,20.11,12.09,9.2,18.068,6.974,42.91,10.386,12.221,7.599,9.519,7.287,8.239,8.56,9.208,8.246,8.246,8.246,8.255,8.561,8.881,9.84,0.0,10.168,6.961,9.841,8.561,6.654,7.921,9.841,9.52,7.921,8.247,9.52,130.71,4.189,4.118,4.175,4.277,4.161,4.162,4.23,4.155,4.22,4.125,4.257,4.301,4.229,4.168,4.173,4.237,4.237,4.151
grenoble_m3-277,9.068,10.84,12.64,5.67,6.09,8.99,7.43,8.11,8.7,21.51,6.92,6.33,10.59,7.640000000000001,7.2,6.08,5.78,5.640000000000001,8.43,5.7,27.21,7.51,5.61,6.6899999999999995,35.81,12.65,8.77,32.81,22.01,18.31,32.21,5.1,25.81,6.52,15.21,9.67,24.71,5.46,14.01,6.28,15.01,8.55,15.81,11.07,12.59,6.2,20.31,27.71,25.51,19.41,12.85,6.01,5.12,6.95,14.11,10.99,16.41,5.46,19.31,7.77,14.41,5.5600000000000005,12.85,5.1899999999999995,20.11,6.1899999999999995,16.41,7.65,9.97,5.04,20.01,8.59,17.61,5.98,14.01,14.71,6.4,10.32,7.83,19.31,11.29,8.34,6.24,16.61,42.11,18.468,31.31,10.0,15.21,7.87,20.165,22.51,6.965,9.143,8.239,20.706,6.967,6.646,8.247,7.92,10.168,0.0,7.606,8.559,7.921,9.521,7.921,8.24,8.88,7.6,7.279,10.481,129.91,3.389,3.318,3.375,3.4770000000000003,3.361,3.362,3.43,3.355,3.42,3.325,3.4570000000000003,3.5010000000000003,3.4290000000000003,3.3680000000000003,3.373,3.4370000000000003,3.4370000000000003,3.351
grenoble_m3-278,6.646,7.926,14.29,7.319999999999999,7.74,10.64,9.079999999999998,9.76,10.35,23.16,8.57,7.98,12.239999999999998,9.29,8.85,7.73,7.43,7.289999999999999,10.079999999999998,7.35,28.86,9.16,7.26,8.34,37.46,14.3,10.42,34.46,23.66,19.96,33.86,6.75,27.459999999999997,8.17,16.86,11.32,26.36,7.109999999999999,15.66,7.93,16.66,10.2,17.46,12.72,14.239999999999998,7.85,21.959999999999997,29.36,27.16,21.06,14.5,7.926,6.77,8.6,15.759999999999998,58.257,18.06,7.92,20.959999999999997,9.2,8.748,8.24,14.5,6.326,8.239,8.561,6.645,14.681,22.863,6.655,21.66,8.562,19.26,19.662,15.66,8.559,24.323,6.641,20.302,6.655,14.361,8.241,8.879,9.84,18.53,6.965,22.222,7.92,9.2,47.008,9.84,9.2,10.47,9.52,7.287,8.24,8.242,8.56,7.601,8.881,6.961,7.606,0.0,8.56,9.841,10.846,8.881,7.601,12.222,7.928,23.799,8.881,131.56,5.039,4.968,5.0249999999999995,5.127,5.010999999999999,5.012,5.08,5.005,5.069999999999999,4.975,5.106999999999999,5.151,5.079,5.018,5.023,5.087,5.087,5.0009999999999994
grenoble_m3-279,11.621,12.08,13.88,6.91,7.33,10.23,8.67,9.35,9.94,22.75,8.16,7.57,11.83,8.88,8.440000000000001,7.32,7.0200000000000005,6.880000000000001,9.67,6.94,28.450000000000003,8.75,6.8500000000000005,7.93,37.05,13.89,10.010000000000002,34.05,23.25,19.55,33.45,6.34,27.049999999999997,7.76,16.450000000000003,10.91,25.950000000000003,6.7,15.25,7.52,16.25,9.79,17.05,12.31,13.83,7.44,21.549999999999997,28.950000000000003,26.75,20.65,14.09,7.25,6.36,8.190000000000001,15.35,12.23,17.65,6.7,20.549999999999997,9.010000000000002,15.65,6.800000000000001,14.09,6.43,21.35,7.43,17.65,8.89,11.21,6.28,21.25,9.83,18.85,7.220000000000001,15.25,15.95,7.640000000000001,11.56,9.07,20.549999999999997,12.53,9.58,33.775,17.85,43.35,21.903,21.479,11.24,10.479,8.24,8.559,24.281,10.98,8.255,9.52,7.92,7.921,7.281,9.207,9.52,9.841,8.559,8.56,0.0,7.92,8.56,7.29,7.28,8.56,7.929,8.88,8.239,131.15,4.629,4.558000000000001,4.615,4.7170000000000005,4.601,4.602,4.67,4.595000000000001,4.66,4.565,4.697,4.7410000000000005,4.6690000000000005,4.6080000000000005,4.613,4.6770000000000005,4.6770000000000005,4.591
grenoble_m3-280,8.239,7.92,31.83,24.86,25.28,28.18,26.62,27.3,27.89,40.7,26.11,25.520000000000003,29.78,26.83,26.39,25.270000000000003,24.97,24.83,27.62,24.89,46.400000000000006,26.700000000000003,24.8,25.880000000000003,55.0,31.840000000000003,27.96,52.0,41.2,37.5,51.400000000000006,24.290000000000003,45.0,25.71,34.400000000000006,28.86,43.900000000000006,24.65,33.2,25.47,34.2,27.74,35.0,30.26,31.78,25.39,39.5,46.900000000000006,44.7,38.6,32.04,25.200000000000003,24.31,26.14,33.3,30.18,35.6,24.65,38.5,26.96,33.6,24.75,32.04,24.380000000000003,39.3,25.380000000000003,35.6,7.286,29.16,53.91,39.2,27.78,36.8,25.17,33.2,10.347,25.590000000000003,30.315,27.020000000000003,10.102,30.480000000000004,19.161,28.528,22.681,18.848,8.567,8.882,29.19,10.159,7.928,8.56,9.84,7.921,8.561,7.922,6.64,7.601,7.606,7.921,7.601,8.561,7.921,9.841,7.92,0.0,7.6,7.608,7.6,10.16,6.326,7.921,8.24,149.1,22.579,22.508000000000003,22.565,22.667,22.551,22.552000000000003,22.62,22.545,22.610000000000003,22.515,22.647,22.691000000000003,22.619,22.558,22.563,22.627,22.627,22.541
grenoble_m3-282,9.52,7.926,22.03,15.06,15.48,18.380000000000003,16.82,17.5,18.09,30.9,16.310000000000002,15.72,19.98,17.03,16.59,15.47,15.170000000000002,15.03,17.82,15.09,36.6,16.9,15.0,16.080000000000002,45.2,22.04,18.16,42.2,31.4,27.700000000000003,41.6,14.49,35.2,15.91,24.6,19.06,34.1,14.85,23.4,15.670000000000002,24.4,17.94,25.200000000000003,20.46,21.98,15.59,29.7,37.1,34.900000000000006,28.8,22.24,15.4,14.510000000000002,16.34,23.5,20.380000000000003,25.8,14.85,28.7,17.16,23.8,14.95,22.24,14.58,29.5,18.388,25.8,38.349,19.36,14.43,29.4,17.98,27.0,15.37,23.4,24.1,15.79,19.71,17.22,17.967,20.68,7.281,6.325,7.921,51.5,7.6,40.7,19.39,13.174,43.506,6.646,7.601,8.56,27.931,9.653,25.713,8.561,8.248,6.013,7.921,6.654,9.521,10.846,8.56,7.6,0.0,8.56,8.561,7.287,8.57,8.88,8.747,139.3,12.779,12.708,12.765,12.867,12.751,12.752,12.82,12.745,12.81,12.715,12.847,12.891,12.819,12.758,12.763,12.827,12.827,12.741
grenoble_m3-283,9.519,12.94,14.74,7.77,8.19,11.09,9.53,10.21,10.8,23.61,9.02,8.43,12.69,9.74,9.3,8.18,7.88,7.74,10.53,7.8,29.31,9.61,7.71,8.79,37.91,14.75,10.87,34.91,24.11,20.41,34.31,7.199999999999999,27.909999999999997,8.62,17.310000000000002,11.77,26.81,7.56,16.11,8.379999999999999,17.11,10.65,17.91,13.17,14.69,8.3,22.409999999999997,29.81,27.61,21.51,14.95,8.11,7.22,9.05,16.21,13.09,18.51,7.56,21.409999999999997,9.87,16.509999999999998,7.66,14.95,7.289999999999999,22.21,8.29,18.51,9.75,12.07,7.14,22.11,10.69,19.71,8.08,16.11,16.810000000000002,8.5,12.42,9.93,21.409999999999997,13.39,10.44,8.34,18.71,44.21,20.139,33.41,12.1,7.279,9.97,8.559,24.61,10.02,11.622,27.504,7.281,8.881,9.387,7.92,7.927,7.921,7.921,8.881,7.29,7.608,8.56,0.0,9.209,7.58,6.962,8.241,6.646,132.01,5.489,5.418,5.475,5.577,5.460999999999999,5.462,5.529999999999999,5.455,5.52,5.425,5.5569999999999995,5.601,5.529,5.468,5.473,5.537,5.537,5.451
grenoble_m3-284,8.248,48.806,28.344,6.359999999999999,6.78,9.68,8.12,8.8,9.39,22.200000000000003,7.609999999999999,7.02,11.28,8.33,7.890000000000001,6.77,6.470000000000001,6.33,9.12,6.390000000000001,27.9,8.2,6.300000000000001,7.38,36.5,13.34,9.46,33.5,22.700000000000003,19.0,32.9,5.79,26.5,7.21,15.9,10.36,25.4,6.15,14.7,6.970000000000001,15.7,9.24,16.5,11.76,13.28,6.890000000000001,21.0,28.4,26.200000000000003,20.1,13.54,6.7,5.8100000000000005,7.640000000000001,14.8,11.68,17.1,6.15,20.0,19.022,15.1,6.25,13.54,15.327,20.8,22.09,17.1,8.34,10.66,9.52,20.700000000000003,8.57,18.3,8.559,14.7,8.251,7.09,7.926,8.52,6.012,11.98,7.28,8.239,7.921,18.063,7.92,32.0,10.69,8.559,8.241,9.2,8.246,6.639,8.888,8.88,7.925,7.287,8.247,6.641,8.562,9.841,8.24,7.601,7.28,7.6,8.561,9.209,0.0,7.608,7.287,9.849,9.847,130.6,4.079,4.008,4.065,4.167,4.051,4.0520000000000005,4.12,4.045,4.11,4.015,4.147,4.191,4.119,4.058,4.063,4.127,4.127,4.041
grenoble_m3-285,57.034,235.93,237.73,230.76,231.18,234.08,232.52,233.2,233.79,246.6,232.01,231.42,235.68,232.73,232.29,231.17,230.87,230.73,233.52,230.79,252.3,232.6,230.7,231.78,260.9,237.74,233.86,257.9,247.1,243.4,257.3,230.19,250.9,231.61,240.3,234.76,249.8,230.55,239.1,231.37,240.1,233.64,240.9,236.16,237.68,231.29,245.4,252.8,250.6,244.5,237.94,231.1,230.21,232.04,239.2,236.08,241.5,230.55,244.4,232.86,239.5,230.65,237.94,230.28,245.2,231.28,241.5,232.74,235.06,230.13,245.1,10.667,242.7,231.07,239.1,239.8,231.49,235.41,232.92,244.4,236.38,233.43,18.338,241.7,267.2,8.56,256.4,235.09,9.839,232.96,28.659,247.6,233.01,236.48,13.949,9.201,7.921,231.54,8.881,31.401,9.52,8.88,12.222,8.56,10.16,7.287,7.58,7.608,0.0,6.961,7.281,8.008,355.0,228.479,228.408,228.465,228.567,228.451,228.452,228.52,228.445,228.51,228.415,228.547,228.591,228.519,228.458,228.463,228.527,228.527,228.441
grenoble_m3-286,8.56,9.2,61.53,54.559999999999995,54.98,57.879999999999995,56.31999999999999,57.0,57.59,70.4,55.809999999999995,55.22,59.48,56.53,56.09,54.97,54.669999999999995,54.529999999999994,57.31999999999999,54.59,76.1,56.4,54.5,55.58,84.69999999999999,61.54,57.66,81.69999999999999,70.9,67.2,81.1,53.989999999999995,74.69999999999999,55.41,64.1,58.559999999999995,73.6,54.349999999999994,62.9,55.169999999999995,63.9,57.44,64.7,59.959999999999994,61.48,55.09,69.19999999999999,76.6,74.4,68.3,61.739999999999995,54.9,54.01,55.84,63.0,59.879999999999995,65.3,54.349999999999994,68.19999999999999,56.66,63.3,54.45,61.739999999999995,54.08,69.0,55.08,65.3,56.54,58.86,6.646,68.9,57.48,66.5,54.87,62.9,63.599999999999994,55.29,39.973,56.72,35.293,60.18,20.417,6.966,65.5,91.0,18.114,8.036,7.606,7.279,6.966,15.967,6.013,8.559,9.2,9.521,8.879,9.841,7.606,6.96,8.881,7.921,7.6,7.928,7.929,6.326,8.57,6.962,7.287,6.961,0.0,7.601,9.714,178.8,52.279,52.208,52.265,52.367,52.251,52.251999999999995,52.32,52.245,52.309999999999995,52.215,52.346999999999994,52.391,52.319,52.258,52.263,52.327,52.327,52.241
grenoble_m3-288,7.919,6.966,25.83,18.86,19.28,22.18,20.62,21.3,21.89,34.7,20.11,19.520000000000003,23.78,20.83,20.39,19.270000000000003,18.97,18.83,21.62,18.89,40.400000000000006,20.700000000000003,18.8,19.880000000000003,49.0,25.840000000000003,21.96,46.0,35.2,31.5,45.400000000000006,18.290000000000003,39.0,19.71,28.4,22.86,37.900000000000006,18.65,27.200000000000003,19.47,28.200000000000003,21.74,29.0,24.26,25.78,19.39,33.5,40.900000000000006,38.7,32.6,26.04,19.200000000000003,18.31,20.14,27.3,24.18,29.6,18.65,32.5,20.96,27.6,18.75,26.04,18.380000000000003,33.3,19.380000000000003,29.6,20.840000000000003,23.16,18.23,33.2,21.78,30.8,19.17,27.200000000000003,27.9,19.590000000000003,23.51,21.020000000000003,32.5,24.480000000000004,8.559,19.43,9.199,55.3,14.362,44.5,23.19,15.659,8.561,7.92,8.888,21.11,24.58,8.879,7.28,21.946,8.882,8.246,7.927,8.247,7.279,23.799,8.88,7.921,8.88,8.241,9.849,7.281,7.601,0.0,6.326,143.1,16.579,16.508000000000003,16.565,16.667,16.551000000000002,16.552000000000003,16.62,16.545,16.610000000000003,16.515,16.647000000000002,16.691000000000003,16.619,16.558,16.563000000000002,16.627000000000002,16.627000000000002,16.541
grenoble_m3-289,42.782,7.6,10.347,7.06,7.48,13.099,8.82,9.5,10.09,22.9,8.309999999999999,7.72,11.98,9.03,8.59,7.47,7.17,7.029999999999999,9.82,7.09,28.6,8.899999999999999,7.0,8.08,37.2,14.04,10.16,34.199999999999996,23.4,19.7,33.6,6.49,27.2,7.91,16.6,11.06,26.1,6.85,15.4,7.67,16.4,9.94,17.2,12.46,13.98,7.59,21.7,29.1,26.9,20.8,14.239999999999998,7.4,6.51,8.34,15.5,12.38,17.8,6.85,20.7,9.16,15.8,6.949999999999999,14.239999999999998,6.58,21.5,7.58,17.8,9.04,11.36,6.43,21.4,9.98,19.0,7.369999999999999,15.4,16.1,7.79,9.2,9.22,20.7,12.68,9.73,7.63,18.0,43.5,7.22,32.699999999999996,11.39,9.198,7.6,8.559,7.6,9.31,12.78,27.9,21.215,8.807,7.84,8.56,8.247,9.52,10.481,8.881,8.239,8.24,8.747,6.646,9.847,8.008,9.714,6.326,0.0,131.3,4.779,4.708,4.765,4.867,4.7509999999999994,4.752,4.82,4.745,4.81,4.715,4.8469999999999995,4.891,4.819,4.758,4.763,4.827,4.827,4.741
grenoble_m3-290,131.89,134.93,136.73,129.76,130.18,133.08,131.52,132.2,132.79,145.6,131.01,130.42,134.68,131.73,131.29,130.17,129.87,129.73,132.52,129.79,151.3,131.6,129.7,130.78,159.9,136.74,132.86,8.881,8.889,9.519,9.84,129.19,8.88,6.012,6.959,8.88,9.519,8.559,6.645,8.239,8.88,9.199,10.161,8.56,7.28,8.559,9.839,8.879,8.88,9.199,9.199,6.96,8.56,7.919,8.559,8.569,12.448,9.2,7.616,8.246,7.92,7.6,9.84,8.879,27.309,7.92,140.5,8.88,134.06,9.84,144.1,7.926,141.7,7.919,138.1,14.688,130.49,9.52,131.92,8.88,135.38,132.43,6.966,10.34,166.2,129.92,155.4,134.09,139.3,131.96,9.201,146.6,132.01,135.48,150.6,130.54,130.33,130.54,130.43,133.17,130.71,129.91,131.56,131.15,149.1,139.3,132.01,130.6,355.0,178.8,143.1,131.3,0.0,6.96,9.2,10.48,8.879,8.241,7.599,8.239,8.24,8.88,127.415,127.547,10.48,127.519,127.458,127.463,127.527,127.527,127.441
grenoble_m3-293,5.369,8.408999999999999,10.209,3.239,3.659,6.559,4.999,5.679,6.269,19.079,4.489,3.899,8.158999999999999,5.2090000000000005,4.769,3.649,3.349,3.209,5.999,3.269,24.779,5.079,3.1790000000000003,4.2589999999999995,33.379,10.219,6.339,30.379,19.579,15.879,29.779,2.669,23.379,8.559,8.559,44.522,8.24,17.631,8.561,7.606,7.92,8.559,6.959,8.56,9.199,8.879,7.6,9.84,13.221,6.96,10.419,6.646,2.689,9.84,7.599,6.326,13.979,8.88,10.661,7.28,22.222,6.646,10.419,17.561,17.679,7.287,7.92,5.219,7.539,8.24,17.579,13.541,15.178999999999998,3.549,11.579,12.279,3.969,7.889,5.399,16.878999999999998,8.859,5.909,3.809,14.178999999999998,39.679,3.399,28.879,7.569,12.779,5.439,45.579,20.079,5.489,8.959,24.079,4.019,3.809,4.019,3.909,6.649,4.189,3.389,5.039,4.629,22.579,12.779,5.489,4.079,228.479,52.279,16.579,4.779,6.96,0.0,9.2,9.199,9.839,7.921,16.601,8.88,6.645,51.073,7.6,1.026,1.0699999999999998,0.998,0.937,0.942,1.006,1.006,0.92
grenoble_m3-297,5.298,8.338,10.138,3.1679999999999997,3.588,6.488,4.928,5.6080000000000005,6.198,19.008000000000003,4.418,3.828,8.088,5.138000000000001,4.698,3.578,3.278,3.138,5.928,3.198,24.708,5.008,3.108,4.188,33.308,10.148,6.268000000000001,30.308,19.508000000000003,15.808,29.708,2.598,23.308,4.018,12.708,7.168,22.208,2.9579999999999997,11.508,3.778,12.301,10.66,15.257,13.493,10.088,9.84,7.599,9.2,23.008000000000003,16.908,7.919,6.966,2.618,8.24,11.608,8.488,13.908,2.9579999999999997,16.808,10.16,11.908,17.139,10.348,7.92,17.608,11.942,13.908,5.148000000000001,7.468,2.538,17.508000000000003,6.088,15.108,3.478,11.508,12.208,3.898,7.818,5.328,16.808,8.788,5.838,3.738,14.108,39.608,3.328,28.808,7.498,12.708,5.368,45.508,20.008000000000003,5.418,8.888,24.008000000000003,3.948,3.738,3.948,3.838,6.578,4.118,3.318,4.968,4.558000000000001,22.508000000000003,12.708,5.418,4.008,228.408,52.208,16.508000000000003,4.708,9.2,9.2,0.0,10.481,8.88,8.88,8.239,25.057,7.921,6.64,7.919,7.929,15.514,7.6,36.664,0.871,0.935,0.935,0.849
